state,district,per_capita_income,period_start
Maharashtra,Jalgaon,66686.3,2023-04-01
Maharashtra,Jalgaon,67170.24,2023-05-01
Maharashtra,Jalgaon,66269.1,2023-06-01
Maharashtra,Jalgaon,67711.39,2023-07-01
Maharashtra,Jalgaon,67563.67,2023-08-01
Maharashtra,Jalgaon,69742.93,2023-09-01
Maharashtra,Jalgaon,70595.76,2023-10-01
Maharashtra,Jalgaon,70995.71,2023-11-01
Maharashtra,Jalgaon,70949.29,2023-12-01
Maharashtra,Jalgaon,70391.96,2024-01-01
Maharashtra,Jalgaon,70496.81,2024-02-01
Maharashtra,Jalgaon,70818.77,2024-03-01
Maharashtra,Jalgaon,71742.49,2024-04-01
Maharashtra,Jalgaon,70770.77,2024-05-01
Maharashtra,Jalgaon,72235.93,2024-06-01
Maharashtra,Jalgaon,73066.18,2024-07-01
Maharashtra,Jalgaon,73105.04,2024-08-01
Maharashtra,Jalgaon,73912.14,2024-09-01
Maharashtra,Jalgaon,75410.82,2024-10-01
Maharashtra,Jalgaon,76616.38,2024-11-01
Maharashtra,Jalgaon,76917.23,2024-12-01
Maharashtra,Jalgaon,76081.86,2025-01-01
Maharashtra,Jalgaon,76565.81,2025-02-01
Maharashtra,Jalgaon,76309.51,2025-03-01
Maharashtra,Jalgaon,77647.55,2025-04-01
Maharashtra,Jalgaon,77492.06,2025-05-01
Maharashtra,Jalgaon,78111.65,2025-06-01
Maharashtra,Jalgaon,77224.97,2025-07-01
Maharashtra,Jalgaon,79821.33,2025-08-01
Maharashtra,Jalgaon,78908.31,2025-09-01
Maharashtra,Jalgaon,81656.4,2025-10-01
Maharashtra,Jalgaon,81080.86,2025-11-01
Maharashtra,Jalgaon,81582.01,2025-12-01
Maharashtra,Jalgaon,82221.23,2026-01-01
Maharashtra,Jalgaon,82010.7,2026-02-01
Maharashtra,Kolhapur,92672.84,2023-01-01
Maharashtra,Kolhapur,94435.13,2023-02-01
Maharashtra,Kolhapur,92928.61,2023-03-01
Maharashtra,Kolhapur,93844.8,2023-04-01
Maharashtra,Kolhapur,93453.99,2023-05-01
Maharashtra,Kolhapur,95293.09,2023-06-01
Maharashtra,Kolhapur,95854.8,2023-07-01
Maharashtra,Kolhapur,94647.01,2023-08-01
Maharashtra,Kolhapur,96590.61,2023-09-01
Maharashtra,Kolhapur,97752.72,2023-10-01
Maharashtra,Kolhapur,98045.78,2023-11-01
Maharashtra,Kolhapur,98944.34,2023-12-01
Maharashtra,Kolhapur,99214.1,2024-01-01
Maharashtra,Kolhapur,100904.46,2024-02-01
Maharashtra,Kolhapur,100618.16,2024-03-01
Maharashtra,Kolhapur,101436.85,2024-04-01
Maharashtra,Kolhapur,100926.9,2024-05-01
Maharashtra,Kolhapur,101956.94,2024-06-01
Maharashtra,Kolhapur,102314.28,2024-07-01
Maharashtra,Kolhapur,102281.7,2024-08-01
Maharashtra,Kolhapur,102514.12,2024-09-01
Maharashtra,Kolhapur,104344.65,2024-10-01
Maharashtra,Kolhapur,105376.18,2024-11-01
Maharashtra,Kolhapur,105877.58,2024-12-01
Maharashtra,Kolhapur,107050.17,2025-01-01
Maharashtra,Kolhapur,108256.17,2025-02-01
Maharashtra,Kolhapur,109793.75,2025-03-01
Maharashtra,Kolhapur,109050.61,2025-04-01
Maharashtra,Kolhapur,108943.92,2025-05-01
Maharashtra,Kolhapur,108737.86,2025-06-01
Maharashtra,Kolhapur,109678.44,2025-07-01
Maharashtra,Kolhapur,109335.17,2025-08-01
Maharashtra,Kolhapur,110953.7,2025-09-01
Maharashtra,Kolhapur,111020.96,2025-10-01
Maharashtra,Kolhapur,113786.01,2025-11-01
Maharashtra,Kolhapur,112942.64,2025-12-01
Maharashtra,Kolhapur,115560.16,2026-01-01
Maharashtra,Kolhapur,116959.8,2026-02-01
Maharashtra,Nagpur,92821.44,2023-01-01
Maharashtra,Nagpur,92661.71,2023-02-01
Maharashtra,Nagpur,93282.15,2023-03-01
Maharashtra,Nagpur,94198.73,2023-04-01
Maharashtra,Nagpur,95048.08,2023-05-01
Maharashtra,Nagpur,96304.6,2023-06-01
Maharashtra,Nagpur,96128.4,2023-07-01
Maharashtra,Nagpur,95841.93,2023-08-01
Maharashtra,Nagpur,96512.95,2023-09-01
Maharashtra,Nagpur,96501.17,2023-10-01
Maharashtra,Nagpur,95952.79,2023-11-01
Maharashtra,Nagpur,96045.31,2023-12-01
Maharashtra,Nagpur,96249.17,2024-01-01
Maharashtra,Nagpur,96380.1,2024-02-01
Maharashtra,Nagpur,97495.09,2024-03-01
Maharashtra,Nagpur,98515.25,2024-04-01
Maharashtra,Nagpur,99454.23,2024-05-01
Maharashtra,Nagpur,99747.91,2024-06-01
Maharashtra,Nagpur,100324.69,2024-07-01
Maharashtra,Nagpur,100272.63,2024-08-01
Maharashtra,Nagpur,99804.74,2024-09-01
Maharashtra,Nagpur,100142.9,2024-10-01
Maharashtra,Nagpur,99549.16,2024-11-01
Maharashtra,Nagpur,100203.53,2024-12-01
Maharashtra,Nagpur,100393.05,2025-01-01
Maharashtra,Nagpur,99865.43,2025-02-01
Maharashtra,Nagpur,100586.5,2025-03-01
Maharashtra,Nagpur,102409.45,2025-04-01
Maharashtra,Nagpur,102973.66,2025-05-01
Maharashtra,Nagpur,103915.94,2025-06-01
Maharashtra,Nagpur,103580.61,2025-07-01
Maharashtra,Nagpur,103961.42,2025-08-01
Maharashtra,Nagpur,104012.88,2025-09-01
Maharashtra,Nagpur,103935.47,2025-10-01
Maharashtra,Nagpur,102848.52,2025-11-01
Maharashtra,Nagpur,103342.61,2025-12-01
Maharashtra,Nagpur,103631.37,2026-01-01
Maharashtra,Nagpur,104795.05,2026-02-01
Maharashtra,Nanded,40055.95,2023-01-01
Maharashtra,Nanded,40395.45,2023-02-01
Maharashtra,Nanded,40391.69,2023-03-01
Maharashtra,Nanded,40501.58,2023-04-01
Maharashtra,Nanded,40558.73,2023-05-01
Maharashtra,Nanded,41022.89,2023-06-01
Maharashtra,Nanded,41265.8,2023-07-01
Maharashtra,Nanded,41559.18,2023-08-01
Maharashtra,Nanded,41996.77,2023-09-01
Maharashtra,Nanded,42186.57,2023-10-01
Maharashtra,Nanded,42564.89,2023-11-01
Maharashtra,Nanded,42116.27,2023-12-01
Maharashtra,Nanded,42310.64,2024-01-01
Maharashtra,Nanded,42072.29,2024-02-01
Maharashtra,Nanded,42345.39,2024-03-01
Maharashtra,Nanded,42289.31,2024-04-01
Maharashtra,Nanded,42623.7,2024-05-01
Maharashtra,Nanded,43084.37,2024-06-01
Maharashtra,Nanded,43332.28,2024-07-01
Maharashtra,Nanded,43850.68,2024-08-01
Maharashtra,Nanded,44284.67,2024-09-01
Maharashtra,Nanded,44658.79,2024-10-01
Maharashtra,Nanded,44751.98,2024-11-01
Maharashtra,Nanded,44567.17,2024-12-01
Maharashtra,Nanded,44630.39,2025-01-01
Maharashtra,Nanded,44571.2,2025-02-01
Maharashtra,Nanded,44598.48,2025-03-01
Maharashtra,Nanded,44875.8,2025-04-01
Maharashtra,Nanded,45233.23,2025-05-01
Maharashtra,Nanded,45073.46,2025-06-01
Maharashtra,Nanded,45803.29,2025-07-01
Maharashtra,Nanded,46068.45,2025-08-01
Maharashtra,Nanded,46486.65,2025-09-01
Maharashtra,Nanded,46417.24,2025-10-01
Maharashtra,Nanded,46526.12,2025-11-01
Maharashtra,Nanded,46956.25,2025-12-01
Maharashtra,Nanded,46912.82,2026-01-01
Maharashtra,Nanded,47092.77,2026-02-01
Maharashtra,Osmanabad,72134.87,2023-01-01
Maharashtra,Osmanabad,72833.59,2023-02-01
Maharashtra,Osmanabad,72408.61,2023-03-01
Maharashtra,Osmanabad,72337.39,2023-04-01
Maharashtra,Osmanabad,73527.4,2023-05-01
Maharashtra,Osmanabad,73577.33,2023-06-01
Maharashtra,Osmanabad,74014.07,2023-07-01
Maharashtra,Osmanabad,73932.42,2023-08-01
Maharashtra,Osmanabad,74563.46,2023-09-01
Maharashtra,Osmanabad,76325.85,2023-10-01
Maharashtra,Osmanabad,76330.88,2023-11-01
Maharashtra,Osmanabad,76765.54,2023-12-01
Maharashtra,Osmanabad,78390.13,2024-01-01
Maharashtra,Osmanabad,78170.84,2024-02-01
Maharashtra,Osmanabad,78187.61,2024-03-01
Maharashtra,Osmanabad,79624.91,2024-04-01
Maharashtra,Osmanabad,78625.58,2024-05-01
Maharashtra,Osmanabad,80266.87,2024-06-01
Maharashtra,Osmanabad,80672.6,2024-07-01
Maharashtra,Osmanabad,81300.52,2024-08-01
Maharashtra,Osmanabad,81654.15,2024-09-01
Maharashtra,Osmanabad,81408.96,2024-10-01
Maharashtra,Osmanabad,82522.12,2024-11-01
Maharashtra,Osmanabad,84636.01,2024-12-01
Maharashtra,Osmanabad,84319.8,2025-01-01
Maharashtra,Osmanabad,86051.3,2025-02-01
Maharashtra,Osmanabad,86188.51,2025-03-01
Maharashtra,Osmanabad,86218.73,2025-04-01
Maharashtra,Osmanabad,86286.89,2025-05-01
Maharashtra,Osmanabad,86191.55,2025-06-01
Maharashtra,Osmanabad,87624.97,2025-07-01
Maharashtra,Osmanabad,87658.41,2025-08-01
Maharashtra,Osmanabad,88417.67,2025-09-01
Maharashtra,Osmanabad,88920.27,2025-10-01
Maharashtra,Osmanabad,89966.19,2025-11-01
Maharashtra,Osmanabad,91901.13,2025-12-01
Maharashtra,Osmanabad,91940.19,2026-01-01
Maharashtra,Osmanabad,93882.74,2026-02-01
Maharashtra,Parbhani,52820.46,2023-01-01
Maharashtra,Parbhani,53080.02,2023-02-01
Maharashtra,Parbhani,53697.55,2023-03-01
Maharashtra,Parbhani,53351.35,2023-04-01
Maharashtra,Parbhani,53759.0,2023-05-01
Maharashtra,Parbhani,53209.65,2023-06-01
Maharashtra,Parbhani,53612.59,2023-07-01
Maharashtra,Parbhani,53046.6,2023-08-01
Maharashtra,Parbhani,52906.97,2023-09-01
Maharashtra,Parbhani,53297.17,2023-10-01
Maharashtra,Parbhani,53749.06,2023-11-01
Maharashtra,Parbhani,54116.36,2023-12-01
Maharashtra,Parbhani,54000.9,2024-01-01
Maharashtra,Parbhani,54724.15,2024-02-01
Maharashtra,Parbhani,54676.58,2024-03-01
Maharashtra,Parbhani,54861.57,2024-04-01
Maharashtra,Parbhani,54965.91,2024-05-01
Maharashtra,Parbhani,55128.42,2024-06-01
Maharashtra,Parbhani,54980.66,2024-07-01
Maharashtra,Parbhani,54743.24,2024-08-01
Maharashtra,Parbhani,55109.22,2024-09-01
Maharashtra,Parbhani,54766.5,2024-10-01
Maharashtra,Parbhani,55090.49,2024-11-01
Maharashtra,Parbhani,55250.9,2024-12-01
Maharashtra,Parbhani,55664.1,2025-01-01
Maharashtra,Parbhani,56292.48,2025-02-01
Maharashtra,Parbhani,56909.74,2025-03-01
Maharashtra,Parbhani,56817.63,2025-04-01
Maharashtra,Parbhani,57021.35,2025-05-01
Maharashtra,Parbhani,56415.94,2025-06-01
Maharashtra,Parbhani,56879.66,2025-07-01
Maharashtra,Parbhani,56336.02,2025-08-01
Maharashtra,Parbhani,56546.24,2025-09-01
Maharashtra,Parbhani,56324.51,2025-10-01
Maharashtra,Parbhani,56584.51,2025-11-01
Maharashtra,Parbhani,57137.91,2025-12-01
Maharashtra,Parbhani,57168.96,2026-01-01
Maharashtra,Parbhani,57741.01,2026-02-01
Maharashtra,Pune,135565.62,2023-01-01
Maharashtra,Pune,135150.27,2023-02-01
Maharashtra,Pune,136126.43,2023-03-01
Maharashtra,Pune,139045.76,2023-04-01
Maharashtra,Pune,138577.65,2023-05-01
Maharashtra,Pune,142641.24,2023-06-01
Maharashtra,Pune,143217.23,2023-07-01
Maharashtra,Pune,142837.08,2023-08-01
Maharashtra,Pune,145760.09,2023-09-01
Maharashtra,Pune,144032.87,2023-10-01
Maharashtra,Pune,144290.76,2023-11-01
Maharashtra,Pune,145492.82,2023-12-01
Maharashtra,Pune,145073.01,2024-01-01
Maharashtra,Pune,145490.13,2024-02-01
Maharashtra,Pune,147232.37,2024-03-01
Maharashtra,Pune,149648.39,2024-04-01
Maharashtra,Pune,150229.5,2024-05-01
Maharashtra,Pune,154110.12,2024-06-01
Maharashtra,Pune,154675.67,2024-07-01
Maharashtra,Pune,156408.24,2024-08-01
Maharashtra,Pune,157329.56,2024-09-01
Maharashtra,Pune,157338.26,2024-10-01
Maharashtra,Pune,156956.7,2024-11-01
Maharashtra,Pune,157634.35,2024-12-01
Maharashtra,Pune,159417.73,2025-01-01
Maharashtra,Pune,158216.47,2025-02-01
Maharashtra,Pune,161371.85,2025-03-01
Maharashtra,Pune,161745.69,2025-04-01
Maharashtra,Pune,165041.76,2025-05-01
Maharashtra,Pune,166350.1,2025-06-01
Maharashtra,Pune,166163.26,2025-07-01
Maharashtra,Pune,168700.88,2025-08-01
Maharashtra,Pune,168837.81,2025-09-01
Maharashtra,Pune,169498.13,2025-10-01
Maharashtra,Pune,170604.53,2025-11-01
Maharashtra,Pune,169249.54,2025-12-01
Maharashtra,Pune,169636.32,2026-01-01
Maharashtra,Pune,170383.1,2026-02-01
Maharashtra,Ratnagiri,78779.28,2023-01-01
Maharashtra,Ratnagiri,80106.77,2023-02-01
Maharashtra,Ratnagiri,79266.29,2023-03-01
Maharashtra,Ratnagiri,78905.34,2023-04-01
Maharashtra,Ratnagiri,80294.73,2023-05-01
Maharashtra,Ratnagiri,80742.87,2023-06-01
Maharashtra,Ratnagiri,80043.7,2023-07-01
Maharashtra,Ratnagiri,81378.2,2023-08-01
Maharashtra,Ratnagiri,82051.91,2023-09-01
Maharashtra,Ratnagiri,83726.31,2023-10-01
Maharashtra,Ratnagiri,84730.79,2023-11-01
Maharashtra,Ratnagiri,85182.42,2023-12-01
Maharashtra,Ratnagiri,83967.31,2024-01-01
Maharashtra,Ratnagiri,84993.15,2024-02-01
Maharashtra,Ratnagiri,86374.82,2024-03-01
Maharashtra,Ratnagiri,86149.52,2024-04-01
Maharashtra,Ratnagiri,86015.7,2024-05-01
Maharashtra,Ratnagiri,85572.72,2024-06-01
Maharashtra,Ratnagiri,88338.5,2024-07-01
Maharashtra,Ratnagiri,89036.93,2024-08-01
Maharashtra,Ratnagiri,90671.77,2024-09-01
Maharashtra,Ratnagiri,88814.54,2024-10-01
Maharashtra,Ratnagiri,90494.96,2024-11-01
Maharashtra,Ratnagiri,91531.42,2024-12-01
Maharashtra,Ratnagiri,92302.94,2025-01-01
Maharashtra,Ratnagiri,92180.72,2025-02-01
Maharashtra,Ratnagiri,91262.2,2025-03-01
Maharashtra,Ratnagiri,91879.89,2025-04-01
Maharashtra,Ratnagiri,93209.34,2025-05-01
Maharashtra,Ratnagiri,92868.96,2025-06-01
Maharashtra,Ratnagiri,93310.22,2025-07-01
Maharashtra,Ratnagiri,96670.77,2025-08-01
Maharashtra,Ratnagiri,97446.42,2025-09-01
Maharashtra,Ratnagiri,97764.65,2025-10-01
Maharashtra,Ratnagiri,99439.34,2025-11-01
Maharashtra,Ratnagiri,100132.09,2025-12-01
Maharashtra,Ratnagiri,99312.26,2026-01-01
Maharashtra,Ratnagiri,99401.4,2026-02-01
Maharashtra,Solapur,66773.18,2023-01-01
Maharashtra,Solapur,68764.48,2023-02-01
Maharashtra,Solapur,68367.8,2023-03-01
Maharashtra,Solapur,67346.02,2023-04-01
Maharashtra,Solapur,67767.5,2023-05-01
Maharashtra,Solapur,70632.74,2023-06-01
Maharashtra,Solapur,69627.61,2023-07-01
Maharashtra,Solapur,69949.28,2023-08-01
Maharashtra,Solapur,70393.47,2023-09-01
Maharashtra,Solapur,68975.73,2023-10-01
Maharashtra,Solapur,69743.59,2023-11-01
Maharashtra,Solapur,70622.37,2023-12-01
Maharashtra,Solapur,69854.1,2024-01-01
Maharashtra,Solapur,70586.7,2024-02-01
Maharashtra,Solapur,70360.27,2024-03-01
Maharashtra,Solapur,69444.22,2024-04-01
Maharashtra,Solapur,70423.84,2024-05-01
Maharashtra,Solapur,70883.2,2024-06-01
Maharashtra,Solapur,73065.15,2024-07-01
Maharashtra,Solapur,71194.79,2024-08-01
Maharashtra,Solapur,72880.03,2024-09-01
Maharashtra,Solapur,72473.81,2024-10-01
Maharashtra,Solapur,72404.66,2024-11-01
Maharashtra,Solapur,71502.37,2024-12-01
Maharashtra,Solapur,73511.96,2025-01-01
Maharashtra,Solapur,71383.94,2025-02-01
Maharashtra,Solapur,73386.12,2025-03-01
Maharashtra,Solapur,71567.35,2025-04-01
Maharashtra,Solapur,72862.88,2025-05-01
Maharashtra,Solapur,73185.94,2025-06-01
Maharashtra,Solapur,74612.72,2025-07-01
Maharashtra,Solapur,74188.56,2025-08-01
Maharashtra,Solapur,76029.82,2025-09-01
Maharashtra,Solapur,73898.28,2025-10-01
Maharashtra,Solapur,73789.25,2025-11-01
Maharashtra,Solapur,75285.58,2025-12-01
Maharashtra,Solapur,75753.95,2026-01-01
Maharashtra,Solapur,74749.95,2026-02-01
Maharashtra,Thane,110711.68,2023-01-01
Maharashtra,Thane,110024.19,2023-02-01
Maharashtra,Thane,109772.75,2023-03-01
Maharashtra,Thane,109724.03,2023-04-01
Maharashtra,Thane,109403.91,2023-05-01
Maharashtra,Thane,111123.07,2023-06-01
Maharashtra,Thane,110945.21,2023-07-01
Maharashtra,Thane,112588.26,2023-08-01
Maharashtra,Thane,113819.25,2023-09-01
Maharashtra,Thane,114718.59,2023-10-01
Maharashtra,Thane,116537.53,2023-11-01
Maharashtra,Thane,117631.69,2023-12-01
Maharashtra,Thane,116106.13,2024-01-01
Maharashtra,Thane,118608.82,2024-02-01
Maharashtra,Thane,116978.32,2024-03-01
Maharashtra,Thane,116688.3,2024-04-01
Maharashtra,Thane,116839.81,2024-05-01
Maharashtra,Thane,116842.75,2024-06-01
Maharashtra,Thane,117650.5,2024-07-01
Maharashtra,Thane,119220.57,2024-08-01
Maharashtra,Thane,118400.78,2024-09-01
Maharashtra,Thane,119888.53,2024-10-01
Maharashtra,Thane,122336.04,2024-11-01
Maharashtra,Thane,121697.29,2024-12-01
Maharashtra,Thane,124445.32,2025-01-01
Maharashtra,Thane,123310.27,2025-02-01
Maharashtra,Thane,125089.16,2025-03-01
Maharashtra,Thane,124128.73,2025-04-01
Maharashtra,Thane,124886.64,2025-05-01
Maharashtra,Thane,126262.29,2025-06-01
Maharashtra,Thane,124324.03,2025-07-01
Maharashtra,Thane,126224.19,2025-08-01
Maharashtra,Thane,128417.45,2025-09-01
Maharashtra,Thane,127995.48,2025-10-01
Maharashtra,Thane,129282.84,2025-11-01
Maharashtra,Thane,131817.12,2025-12-01
Maharashtra,Thane,133000.64,2026-01-01
Maharashtra,Thane,133203.85,2026-02-01
Maharashtra,Wardha,50831.58,2023-01-01
Maharashtra,Wardha,50841.95,2023-02-01
Maharashtra,Wardha,50807.41,2023-03-01
Maharashtra,Wardha,50448.08,2023-04-01
Maharashtra,Wardha,50917.58,2023-05-01
Maharashtra,Wardha,50615.24,2023-06-01
Maharashtra,Wardha,51046.64,2023-07-01
Maharashtra,Wardha,51436.85,2023-08-01
Maharashtra,Wardha,52161.47,2023-09-01
Maharashtra,Wardha,52217.76,2023-10-01
Maharashtra,Wardha,52708.38,2023-11-01
Maharashtra,Wardha,52747.99,2023-12-01
Maharashtra,Wardha,53069.84,2024-01-01
Maharashtra,Wardha,52983.3,2024-02-01
Maharashtra,Wardha,52760.09,2024-03-01
Maharashtra,Wardha,52785.04,2024-04-01
Maharashtra,Wardha,52926.62,2024-05-01
Maharashtra,Wardha,53062.11,2024-06-01
Maharashtra,Wardha,53250.1,2024-07-01
Maharashtra,Wardha,53462.74,2024-08-01
Maharashtra,Wardha,54174.33,2024-09-01
Maharashtra,Wardha,54389.18,2024-10-01
Maharashtra,Wardha,54848.68,2024-11-01
Maharashtra,Wardha,54885.62,2024-12-01
Maharashtra,Wardha,54850.67,2025-01-01
Maharashtra,Wardha,54875.44,2025-02-01
Maharashtra,Wardha,54698.48,2025-03-01
Maharashtra,Wardha,54453.28,2025-04-01
Maharashtra,Wardha,54934.85,2025-05-01
Maharashtra,Wardha,55053.16,2025-06-01
Maharashtra,Wardha,55386.06,2025-07-01
Maharashtra,Wardha,55872.5,2025-08-01
Maharashtra,Wardha,56364.75,2025-09-01
Maharashtra,Wardha,56687.79,2025-10-01
Maharashtra,Wardha,57181.27,2025-11-01
Maharashtra,Wardha,57177.97,2025-12-01
Maharashtra,Wardha,57111.99,2026-01-01
Maharashtra,Wardha,57385.31,2026-02-01
Orissa,Cuttack,57700.38,2023-01-01
Orissa,Cuttack,59163.3,2023-02-01
Orissa,Cuttack,59769.95,2023-03-01
Orissa,Cuttack,59006.32,2023-04-01
Orissa,Cuttack,59288.14,2023-05-01
Orissa,Cuttack,60867.9,2023-06-01
Orissa,Cuttack,59714.29,2023-07-01
Orissa,Cuttack,60817.59,2023-08-01
Orissa,Cuttack,60577.11,2023-09-01
Orissa,Cuttack,61129.23,2023-10-01
Orissa,Cuttack,61356.19,2023-11-01
Orissa,Cuttack,60740.51,2023-12-01
Orissa,Cuttack,61169.75,2024-01-01
Orissa,Cuttack,62766.68,2024-02-01
Orissa,Cuttack,63001.31,2024-03-01
Orissa,Cuttack,63590.62,2024-04-01
Orissa,Cuttack,63522.42,2024-05-01
Orissa,Cuttack,63580.47,2024-06-01
Orissa,Cuttack,64660.95,2024-07-01
Orissa,Cuttack,64900.25,2024-08-01
Orissa,Cuttack,64656.82,2024-09-01
Orissa,Cuttack,63546.65,2024-10-01
Orissa,Cuttack,65041.24,2024-11-01
Orissa,Cuttack,64489.34,2024-12-01
Orissa,Cuttack,65370.65,2025-01-01
Orissa,Cuttack,65069.21,2025-02-01
Orissa,Cuttack,67238.25,2025-03-01
Orissa,Cuttack,67278.54,2025-04-01
Orissa,Cuttack,67718.48,2025-05-01
Orissa,Cuttack,68831.7,2025-06-01
Orissa,Cuttack,67767.75,2025-07-01
Orissa,Cuttack,67954.48,2025-08-01
Orissa,Cuttack,67316.42,2025-09-01
Orissa,Cuttack,67134.31,2025-10-01
Orissa,Cuttack,68892.0,2025-11-01
Orissa,Cuttack,69729.98,2025-12-01
Orissa,Cuttack,70421.71,2026-01-01
Orissa,Cuttack,69231.21,2026-02-01
Orissa,Dhenkanal,50975.7,2023-01-01
Orissa,Dhenkanal,50289.69,2023-02-01
Orissa,Dhenkanal,50342.46,2023-03-01
Orissa,Dhenkanal,51215.92,2023-04-01
Orissa,Dhenkanal,50026.49,2023-05-01
Orissa,Dhenkanal,50085.62,2023-06-01
Orissa,Dhenkanal,51025.73,2023-07-01
Orissa,Dhenkanal,51034.19,2023-08-01
Orissa,Dhenkanal,52595.66,2023-09-01
Orissa,Dhenkanal,52265.61,2023-10-01
Orissa,Dhenkanal,53278.47,2023-11-01
Orissa,Dhenkanal,53336.11,2023-12-01
Orissa,Dhenkanal,54109.97,2024-01-01
Orissa,Dhenkanal,53781.41,2024-02-01
Orissa,Dhenkanal,53134.33,2024-03-01
Orissa,Dhenkanal,53609.58,2024-04-01
Orissa,Dhenkanal,53736.13,2024-05-01
Orissa,Dhenkanal,54759.99,2024-06-01
Orissa,Dhenkanal,54264.42,2024-07-01
Orissa,Dhenkanal,54509.51,2024-08-01
Orissa,Dhenkanal,55934.25,2024-09-01
Orissa,Dhenkanal,55207.89,2024-10-01
Orissa,Dhenkanal,55881.69,2024-11-01
Orissa,Dhenkanal,56378.89,2024-12-01
Orissa,Dhenkanal,57234.52,2025-01-01
Orissa,Dhenkanal,57148.91,2025-02-01
Orissa,Dhenkanal,57913.36,2025-03-01
Orissa,Dhenkanal,58151.56,2025-04-01
Orissa,Dhenkanal,57918.69,2025-05-01
Orissa,Dhenkanal,57503.22,2025-06-01
Orissa,Dhenkanal,58260.42,2025-07-01
Orissa,Dhenkanal,57608.77,2025-08-01
Orissa,Dhenkanal,58462.62,2025-09-01
Orissa,Dhenkanal,60026.45,2025-10-01
Orissa,Dhenkanal,60977.82,2025-11-01
Orissa,Dhenkanal,60916.62,2025-12-01
Orissa,Dhenkanal,60330.76,2026-01-01
Orissa,Dhenkanal,61719.23,2026-02-01
Orissa,Ganjam,47310.86,2023-01-01
Orissa,Ganjam,47757.45,2023-02-01
Orissa,Ganjam,47548.81,2023-03-01
Orissa,Ganjam,48369.94,2023-04-01
Orissa,Ganjam,48505.69,2023-05-01
Orissa,Ganjam,49272.79,2023-06-01
Orissa,Ganjam,48888.57,2023-07-01
Orissa,Ganjam,49782.75,2023-08-01
Orissa,Ganjam,50314.68,2023-09-01
Orissa,Ganjam,49305.23,2023-10-01
Orissa,Ganjam,49790.28,2023-11-01
Orissa,Ganjam,51009.91,2023-12-01
Orissa,Ganjam,51349.0,2024-01-01
Orissa,Ganjam,51071.69,2024-02-01
Orissa,Ganjam,51403.46,2024-03-01
Orissa,Ganjam,53278.75,2024-04-01
Orissa,Ganjam,52774.44,2024-05-01
Orissa,Ganjam,53541.82,2024-06-01
Orissa,Ganjam,53993.88,2024-07-01
Orissa,Ganjam,53832.56,2024-08-01
Orissa,Ganjam,53295.38,2024-09-01
Orissa,Ganjam,53938.88,2024-10-01
Orissa,Ganjam,54843.66,2024-11-01
Orissa,Ganjam,55162.1,2024-12-01
Orissa,Ganjam,54463.64,2025-01-01
Orissa,Ganjam,55755.76,2025-02-01
Orissa,Ganjam,56998.04,2025-03-01
Orissa,Ganjam,57684.2,2025-04-01
Orissa,Ganjam,58498.39,2025-05-01
Orissa,Ganjam,57691.14,2025-06-01
Orissa,Ganjam,58424.54,2025-07-01
Orissa,Ganjam,58353.83,2025-08-01
Orissa,Ganjam,58097.48,2025-09-01
Orissa,Ganjam,58280.72,2025-10-01
Orissa,Ganjam,59922.66,2025-11-01
Orissa,Ganjam,58786.53,2025-12-01
Orissa,Ganjam,61054.52,2026-01-01
Orissa,Ganjam,60322.25,2026-02-01
Orissa,Kalahandi,27800.89,2023-01-01
Orissa,Kalahandi,27617.05,2023-02-01
Orissa,Kalahandi,28765.72,2023-03-01
Orissa,Kalahandi,28879.41,2023-04-01
Orissa,Kalahandi,28110.93,2023-05-01
Orissa,Kalahandi,28621.97,2023-06-01
Orissa,Kalahandi,28546.45,2023-07-01
Orissa,Kalahandi,28528.43,2023-08-01
Orissa,Kalahandi,29128.77,2023-09-01
Orissa,Kalahandi,28180.08,2023-10-01
Orissa,Kalahandi,29362.47,2023-11-01
Orissa,Kalahandi,28964.68,2023-12-01
Orissa,Kalahandi,29141.74,2024-01-01
Orissa,Kalahandi,29184.03,2024-02-01
Orissa,Kalahandi,29517.21,2024-03-01
Orissa,Kalahandi,30607.15,2024-04-01
Orissa,Kalahandi,29871.86,2024-05-01
Orissa,Kalahandi,29938.22,2024-06-01
Orissa,Kalahandi,30161.94,2024-07-01
Orissa,Kalahandi,29929.13,2024-08-01
Orissa,Kalahandi,30356.03,2024-09-01
Orissa,Kalahandi,30739.24,2024-10-01
Orissa,Kalahandi,30893.91,2024-11-01
Orissa,Kalahandi,30861.02,2024-12-01
Orissa,Kalahandi,31195.37,2025-01-01
Orissa,Kalahandi,31928.44,2025-02-01
Orissa,Kalahandi,31490.44,2025-03-01
Orissa,Kalahandi,31285.58,2025-04-01
Orissa,Kalahandi,31881.89,2025-05-01
Orissa,Kalahandi,31696.1,2025-06-01
Orissa,Kalahandi,32469.62,2025-07-01
Orissa,Kalahandi,32332.97,2025-08-01
Orissa,Kalahandi,31645.41,2025-09-01
Orissa,Kalahandi,31609.3,2025-10-01
Orissa,Kalahandi,32669.45,2025-11-01
Orissa,Kalahandi,32611.69,2025-12-01
Orissa,Kalahandi,32967.26,2026-01-01
Orissa,Kalahandi,33225.29,2026-02-01
Orissa,Koraput,36865.74,2023-01-01
Orissa,Koraput,36955.02,2023-02-01
Orissa,Koraput,37066.16,2023-03-01
