state,district,period_start,festival,celebration_pct
Orissa,Koraput,2022-01-14,Makar Sankranti,0.749
Orissa,Koraput,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0184
Orissa,Koraput,2022-08-08,Muharram/Ashura,0.0174
Orissa,Koraput,2022-01-01,New Year's Day,0.65
Orissa,Koraput,2022-08-11,Raksha Bandhan (Rakhi),0.7022
Orissa,Koraput,2022-04-10,Rama Navami,0.749
Orissa,Koraput,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0206
Orissa,Koraput,2022-07-01,Rath Yatra,0.7959
Orissa,Koraput,2022-01-26,Republic Day,0.95
Orissa,Puri,2022-04-14,Ambedkar Jayanti,0.75
Orissa,Puri,2022-07-10,Bakr Id/Eid ul-Adha,0.0206
Orissa,Puri,2022-10-26,Bhai Duj,0.7022
Orissa,Puri,2022-05-16,Buddha Purnima/Vesak,0.0845
Orissa,Puri,2022-12-25,Christmas,0.0263
Orissa,Puri,2022-12-24,Christmas Eve,0.0249
Orissa,Puri,2022-10-24,Diwali/Deepavali,0.8427
Orissa,Puri,2022-10-05,Dussehra,0.7959
Orissa,Puri,2022-04-17,Easter Day,0.0249
Orissa,Puri,2022-10-01,First Day of Durga Puja Festivities,0.7959
Orissa,Puri,2022-04-15,Good Friday,0.0263
Orissa,Puri,2022-02-15,Hazarat Ali's Birthday,0.013
Orissa,Puri,2022-03-18,Holi,0.7959
Orissa,Puri,2022-03-17,Holika Dahana,0.749
Orissa,Puri,2022-08-15,Independence Day,0.95
Orissa,Puri,2022-04-29,Jamat Ul-Vida,0.0184
Orissa,Puri,2022-08-19,Janmashtami,0.7959
Orissa,Puri,2022-08-18,Janmashtami (Smarta),0.7959
Orissa,Puri,2022-10-03,Maha Ashtami,0.7959
Orissa,Puri,2022-10-04,Maha Navami,0.7959
Orissa,Puri,2022-10-02,Maha Saptami,0.7959
Orissa,Puri,2022-03-01,Maha Shivaratri/Shivaratri,0.749
Orissa,Puri,2022-10-02,Mahatma Gandhi Jayanti,0.95
Orissa,Puri,2022-01-14,Makar Sankranti,0.749
Orissa,Puri,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0184
Orissa,Puri,2022-08-08,Muharram/Ashura,0.0174
Orissa,Puri,2022-01-01,New Year's Day,0.65
Orissa,Puri,2022-08-11,Raksha Bandhan (Rakhi),0.7022
Orissa,Puri,2022-04-10,Rama Navami,0.749
Orissa,Puri,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0206
Orissa,Puri,2022-07-01,Rath Yatra,0.7959
Orissa,Puri,2022-01-26,Republic Day,0.95
Orissa,Sambalpur,2022-04-14,Ambedkar Jayanti,0.75
Orissa,Sambalpur,2022-07-10,Bakr Id/Eid ul-Adha,0.0206
Orissa,Sambalpur,2022-10-26,Bhai Duj,0.7022
Orissa,Sambalpur,2022-05-16,Buddha Purnima/Vesak,0.0845
Orissa,Sambalpur,2022-12-25,Christmas,0.0263
Orissa,Sambalpur,2022-12-24,Christmas Eve,0.0249
Orissa,Sambalpur,2022-10-24,Diwali/Deepavali,0.8427
Orissa,Sambalpur,2022-10-05,Dussehra,0.7959
Orissa,Sambalpur,2022-04-17,Easter Day,0.0249
Orissa,Sambalpur,2022-10-01,First Day of Durga Puja Festivities,0.7959
Orissa,Sambalpur,2022-04-15,Good Friday,0.0263
Orissa,Sambalpur,2022-02-15,Hazarat Ali's Birthday,0.013
Orissa,Sambalpur,2022-03-18,Holi,0.7959
Orissa,Sambalpur,2022-03-17,Holika Dahana,0.749
Orissa,Sambalpur,2022-08-15,Independence Day,0.95
Orissa,Sambalpur,2022-04-29,Jamat Ul-Vida,0.0184
Orissa,Sambalpur,2022-08-19,Janmashtami,0.7959
Orissa,Sambalpur,2022-08-18,Janmashtami (Smarta),0.7959
Orissa,Sambalpur,2022-10-03,Maha Ashtami,0.7959
Orissa,Sambalpur,2022-10-04,Maha Navami,0.7959
Orissa,Sambalpur,2022-10-02,Maha Saptami,0.7959
Orissa,Sambalpur,2022-03-01,Maha Shivaratri/Shivaratri,0.749
Orissa,Sambalpur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Orissa,Sambalpur,2022-01-14,Makar Sankranti,0.749
Orissa,Sambalpur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0184
Orissa,Sambalpur,2022-08-08,Muharram/Ashura,0.0174
Orissa,Sambalpur,2022-01-01,New Year's Day,0.65
Orissa,Sambalpur,2022-08-11,Raksha Bandhan (Rakhi),0.7022
Orissa,Sambalpur,2022-04-10,Rama Navami,0.749
Orissa,Sambalpur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0206
Orissa,Sambalpur,2022-07-01,Rath Yatra,0.7959
Orissa,Sambalpur,2022-01-26,Republic Day,0.95
Orissa,Sundargarh,2022-04-14,Ambedkar Jayanti,0.75
Orissa,Sundargarh,2022-07-10,Bakr Id/Eid ul-Adha,0.0206
Orissa,Sundargarh,2022-10-26,Bhai Duj,0.7022
Orissa,Sundargarh,2022-05-16,Buddha Purnima/Vesak,0.0845
Orissa,Sundargarh,2022-12-25,Christmas,0.0263
Orissa,Sundargarh,2022-12-24,Christmas Eve,0.0249
Orissa,Sundargarh,2022-10-24,Diwali/Deepavali,0.8427
Orissa,Sundargarh,2022-10-05,Dussehra,0.7959
Orissa,Sundargarh,2022-04-17,Easter Day,0.0249
Orissa,Sundargarh,2022-10-01,First Day of Durga Puja Festivities,0.7959
Orissa,Sundargarh,2022-04-15,Good Friday,0.0263
Orissa,Sundargarh,2022-02-15,Hazarat Ali's Birthday,0.013
Orissa,Sundargarh,2022-03-18,Holi,0.7959
Orissa,Sundargarh,2022-03-17,Holika Dahana,0.749
Orissa,Sundargarh,2022-08-15,Independence Day,0.95
Orissa,Sundargarh,2022-04-29,Jamat Ul-Vida,0.0184
Orissa,Sundargarh,2022-08-19,Janmashtami,0.7959
Orissa,Sundargarh,2022-08-18,Janmashtami (Smarta),0.7959
Orissa,Sundargarh,2022-10-03,Maha Ashtami,0.7959
Orissa,Sundargarh,2022-10-04,Maha Navami,0.7959
Orissa,Sundargarh,2022-10-02,Maha Saptami,0.7959
Orissa,Sundargarh,2022-03-01,Maha Shivaratri/Shivaratri,0.749
Orissa,Sundargarh,2022-10-02,Mahatma Gandhi Jayanti,0.95
Orissa,Sundargarh,2022-01-14,Makar Sankranti,0.749
Orissa,Sundargarh,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0184
Orissa,Sundargarh,2022-08-08,Muharram/Ashura,0.0174
Orissa,Sundargarh,2022-01-01,New Year's Day,0.65
Orissa,Sundargarh,2022-08-11,Raksha Bandhan (Rakhi),0.7022
Orissa,Sundargarh,2022-04-10,Rama Navami,0.749
Orissa,Sundargarh,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0206
Orissa,Sundargarh,2022-07-01,Rath Yatra,0.7959
Orissa,Sundargarh,2022-01-26,Republic Day,0.95
Punjab,Amritsar,2022-04-14,Ambedkar Jayanti,0.75
Punjab,Amritsar,2022-07-10,Bakr Id/Eid ul-Adha,0.0183
Punjab,Amritsar,2022-10-26,Bhai Duj,0.2887
Punjab,Amritsar,2022-05-16,Buddha Purnima/Vesak,0.0357
Punjab,Amritsar,2022-04-02,Chaitra Sukhladi,0.2694
Punjab,Amritsar,2022-12-25,Christmas,0.012
Punjab,Amritsar,2022-12-24,Christmas Eve,0.0113
Punjab,Amritsar,2022-10-24,Diwali/Deepavali,0.3464
Punjab,Amritsar,2022-10-05,Dussehra,0.3272
Punjab,Amritsar,2022-04-17,Easter Day,0.0113
Punjab,Amritsar,2022-04-15,Good Friday,0.012
Punjab,Amritsar,2022-01-09,Guru Govind Singh Jayanti,0.5481
Punjab,Amritsar,2022-12-29,Guru Govind Singh Jayanti,0.5481
Punjab,Amritsar,2022-11-08,Guru Nanak Jayanti,0.5481
Punjab,Amritsar,2022-02-16,Guru Ravidas Jayanti,0.154
Punjab,Amritsar,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.4932
Punjab,Amritsar,2022-02-15,Hazarat Ali's Birthday,0.0116
Punjab,Amritsar,2022-03-18,Holi,0.3272
Punjab,Amritsar,2022-03-17,Holika Dahana,0.3079
Punjab,Amritsar,2022-08-15,Independence Day,0.95
Punjab,Amritsar,2022-04-29,Jamat Ul-Vida,0.0164
Punjab,Amritsar,2022-08-19,Janmashtami,0.3272
Punjab,Amritsar,2022-08-18,Janmashtami (Smarta),0.3272
Punjab,Amritsar,2022-10-13,Karaka Chaturthi (Karva Chauth),0.2117
Punjab,Amritsar,2022-01-13,Lohri,0.4251
Punjab,Amritsar,2022-03-01,Maha Shivaratri/Shivaratri,0.3079
Punjab,Amritsar,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.154
Punjab,Amritsar,2022-10-09,Maharishi Valmiki Jayanti,0.1925
Punjab,Amritsar,2022-10-02,Mahatma Gandhi Jayanti,0.95
Punjab,Amritsar,2022-01-14,Makar Sankranti,0.3079
Punjab,Amritsar,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0164
Punjab,Amritsar,2022-08-08,Muharram/Ashura,0.0154
Punjab,Amritsar,2022-01-01,New Year's Day,0.65
Punjab,Amritsar,2022-08-11,Raksha Bandhan (Rakhi),0.2887
Punjab,Amritsar,2022-04-10,Rama Navami,0.3079
Punjab,Amritsar,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0183
Punjab,Amritsar,2022-01-26,Republic Day,0.95
Punjab,Amritsar,2022-04-14,Vaisakhi,0.4674
Punjab,Gurdaspur,2022-04-14,Ambedkar Jayanti,0.75
Punjab,Gurdaspur,2022-07-10,Bakr Id/Eid ul-Adha,0.0183
Punjab,Gurdaspur,2022-10-26,Bhai Duj,0.2887
Punjab,Gurdaspur,2022-05-16,Buddha Purnima/Vesak,0.0357
Punjab,Gurdaspur,2022-04-02,Chaitra Sukhladi,0.2694
Punjab,Gurdaspur,2022-12-25,Christmas,0.012
Punjab,Gurdaspur,2022-12-24,Christmas Eve,0.0113
Punjab,Gurdaspur,2022-10-24,Diwali/Deepavali,0.3464
Punjab,Gurdaspur,2022-10-05,Dussehra,0.3272
Punjab,Gurdaspur,2022-04-17,Easter Day,0.0113
Punjab,Gurdaspur,2022-04-15,Good Friday,0.012
Punjab,Gurdaspur,2022-01-09,Guru Govind Singh Jayanti,0.5481
Punjab,Gurdaspur,2022-12-29,Guru Govind Singh Jayanti,0.5481
Punjab,Gurdaspur,2022-11-08,Guru Nanak Jayanti,0.5481
Punjab,Gurdaspur,2022-02-16,Guru Ravidas Jayanti,0.154
Punjab,Gurdaspur,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.4932
Punjab,Gurdaspur,2022-02-15,Hazarat Ali's Birthday,0.0116
Punjab,Gurdaspur,2022-03-18,Holi,0.3272
Punjab,Gurdaspur,2022-03-17,Holika Dahana,0.3079
Punjab,Gurdaspur,2022-08-15,Independence Day,0.95
Punjab,Gurdaspur,2022-04-29,Jamat Ul-Vida,0.0164
Punjab,Gurdaspur,2022-08-19,Janmashtami,0.3272
Punjab,Gurdaspur,2022-08-18,Janmashtami (Smarta),0.3272
Punjab,Gurdaspur,2022-10-13,Karaka Chaturthi (Karva Chauth),0.2117
Punjab,Gurdaspur,2022-01-13,Lohri,0.4251
Punjab,Gurdaspur,2022-03-01,Maha Shivaratri/Shivaratri,0.3079
Punjab,Gurdaspur,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.154
Punjab,Gurdaspur,2022-10-09,Maharishi Valmiki Jayanti,0.1925
Punjab,Gurdaspur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Punjab,Gurdaspur,2022-01-14,Makar Sankranti,0.3079
Punjab,Gurdaspur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0164
Punjab,Gurdaspur,2022-08-08,Muharram/Ashura,0.0154
Punjab,Gurdaspur,2022-01-01,New Year's Day,0.65
Punjab,Gurdaspur,2022-08-11,Raksha Bandhan (Rakhi),0.2887
Punjab,Gurdaspur,2022-04-10,Rama Navami,0.3079
Punjab,Gurdaspur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0183
Punjab,Gurdaspur,2022-01-26,Republic Day,0.95
Punjab,Gurdaspur,2022-04-14,Vaisakhi,0.4674
Punjab,Hoshiarpur,2022-04-14,Ambedkar Jayanti,0.75
Punjab,Hoshiarpur,2022-07-10,Bakr Id/Eid ul-Adha,0.0183
Punjab,Hoshiarpur,2022-10-26,Bhai Duj,0.2887
Punjab,Hoshiarpur,2022-05-16,Buddha Purnima/Vesak,0.0357
Punjab,Hoshiarpur,2022-04-02,Chaitra Sukhladi,0.2694
Punjab,Hoshiarpur,2022-12-25,Christmas,0.012
Punjab,Hoshiarpur,2022-12-24,Christmas Eve,0.0113
Punjab,Hoshiarpur,2022-10-24,Diwali/Deepavali,0.3464
Punjab,Hoshiarpur,2022-10-05,Dussehra,0.3272
Punjab,Hoshiarpur,2022-04-17,Easter Day,0.0113
Punjab,Hoshiarpur,2022-04-15,Good Friday,0.012
Punjab,Hoshiarpur,2022-01-09,Guru Govind Singh Jayanti,0.5481
Punjab,Hoshiarpur,2022-12-29,Guru Govind Singh Jayanti,0.5481
Punjab,Hoshiarpur,2022-11-08,Guru Nanak Jayanti,0.5481
Punjab,Hoshiarpur,2022-02-16,Guru Ravidas Jayanti,0.154
Punjab,Hoshiarpur,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.4932
Punjab,Hoshiarpur,2022-02-15,Hazarat Ali's Birthday,0.0116
Punjab,Hoshiarpur,2022-03-18,Holi,0.3272
Punjab,Hoshiarpur,2022-03-17,Holika Dahana,0.3079
Punjab,Hoshiarpur,2022-08-15,Independence Day,0.95
Punjab,Hoshiarpur,2022-04-29,Jamat Ul-Vida,0.0164
Punjab,Hoshiarpur,2022-08-19,Janmashtami,0.3272
Punjab,Hoshiarpur,2022-08-18,Janmashtami (Smarta),0.3272
Punjab,Hoshiarpur,2022-10-13,Karaka Chaturthi (Karva Chauth),0.2117
Punjab,Hoshiarpur,2022-01-13,Lohri,0.4251
Punjab,Hoshiarpur,2022-03-01,Maha Shivaratri/Shivaratri,0.3079
Punjab,Hoshiarpur,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.154
Punjab,Hoshiarpur,2022-10-09,Maharishi Valmiki Jayanti,0.1925
Punjab,Hoshiarpur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Punjab,Hoshiarpur,2022-01-14,Makar Sankranti,0.3079
Punjab,Hoshiarpur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0164
Punjab,Hoshiarpur,2022-08-08,Muharram/Ashura,0.0154
Punjab,Hoshiarpur,2022-01-01,New Year's Day,0.65
Punjab,Hoshiarpur,2022-08-11,Raksha Bandhan (Rakhi),0.2887
Punjab,Hoshiarpur,2022-04-10,Rama Navami,0.3079
Punjab,Hoshiarpur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0183
Punjab,Hoshiarpur,2022-01-26,Republic Day,0.95
Punjab,Hoshiarpur,2022-04-14,Vaisakhi,0.4674
Punjab,Jalandhar,2022-04-14,Ambedkar Jayanti,0.75
Punjab,Jalandhar,2022-07-10,Bakr Id/Eid ul-Adha,0.0183
Punjab,Jalandhar,2022-10-26,Bhai Duj,0.2887
Punjab,Jalandhar,2022-05-16,Buddha Purnima/Vesak,0.0357
Punjab,Jalandhar,2022-04-02,Chaitra Sukhladi,0.2694
Punjab,Jalandhar,2022-12-25,Christmas,0.012
Punjab,Jalandhar,2022-12-24,Christmas Eve,0.0113
Punjab,Jalandhar,2022-10-24,Diwali/Deepavali,0.3464
Punjab,Jalandhar,2022-10-05,Dussehra,0.3272
Punjab,Jalandhar,2022-04-17,Easter Day,0.0113
Punjab,Jalandhar,2022-04-15,Good Friday,0.012
Punjab,Jalandhar,2022-01-09,Guru Govind Singh Jayanti,0.5481
Punjab,Jalandhar,2022-12-29,Guru Govind Singh Jayanti,0.5481
Punjab,Jalandhar,2022-11-08,Guru Nanak Jayanti,0.5481
Punjab,Jalandhar,2022-02-16,Guru Ravidas Jayanti,0.154
Punjab,Jalandhar,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.4932
Punjab,Jalandhar,2022-02-15,Hazarat Ali's Birthday,0.0116
Punjab,Jalandhar,2022-03-18,Holi,0.3272
Punjab,Jalandhar,2022-03-17,Holika Dahana,0.3079
Punjab,Jalandhar,2022-08-15,Independence Day,0.95
Punjab,Jalandhar,2022-04-29,Jamat Ul-Vida,0.0164
Punjab,Jalandhar,2022-08-19,Janmashtami,0.3272
Punjab,Jalandhar,2022-08-18,Janmashtami (Smarta),0.3272
Punjab,Jalandhar,2022-10-13,Karaka Chaturthi (Karva Chauth),0.2117
Punjab,Jalandhar,2022-01-13,Lohri,0.4251
Punjab,Jalandhar,2022-03-01,Maha Shivaratri/Shivaratri,0.3079
Punjab,Jalandhar,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.154
Punjab,Jalandhar,2022-10-09,Maharishi Valmiki Jayanti,0.1925
Punjab,Jalandhar,2022-10-02,Mahatma Gandhi Jayanti,0.95
Punjab,Jalandhar,2022-01-14,Makar Sankranti,0.3079
Punjab,Jalandhar,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0164
Punjab,Jalandhar,2022-08-08,Muharram/Ashura,0.0154
Punjab,Jalandhar,2022-01-01,New Year's Day,0.65
Punjab,Jalandhar,2022-08-11,Raksha Bandhan (Rakhi),0.2887
Punjab,Jalandhar,2022-04-10,Rama Navami,0.3079
Punjab,Jalandhar,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0183
Punjab,Jalandhar,2022-01-26,Republic Day,0.95
Punjab,Jalandhar,2022-04-14,Vaisakhi,0.4674
Punjab,Kapurthala,2022-04-14,Ambedkar Jayanti,0.75
Punjab,Kapurthala,2022-07-10,Bakr Id/Eid ul-Adha,0.0183
Punjab,Kapurthala,2022-10-26,Bhai Duj,0.2887
Punjab,Kapurthala,2022-05-16,Buddha Purnima/Vesak,0.0357
Punjab,Kapurthala,2022-04-02,Chaitra Sukhladi,0.2694
Punjab,Kapurthala,2022-12-25,Christmas,0.012
Punjab,Kapurthala,2022-12-24,Christmas Eve,0.0113
Punjab,Kapurthala,2022-10-24,Diwali/Deepavali,0.3464
Punjab,Kapurthala,2022-10-05,Dussehra,0.3272
Punjab,Kapurthala,2022-04-17,Easter Day,0.0113
Punjab,Kapurthala,2022-04-15,Good Friday,0.012
Punjab,Kapurthala,2022-01-09,Guru Govind Singh Jayanti,0.5481
Punjab,Kapurthala,2022-12-29,Guru Govind Singh Jayanti,0.5481
Punjab,Kapurthala,2022-11-08,Guru Nanak Jayanti,0.5481
Punjab,Kapurthala,2022-02-16,Guru Ravidas Jayanti,0.154
Punjab,Kapurthala,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.4932
Punjab,Kapurthala,2022-02-15,Hazarat Ali's Birthday,0.0116
Punjab,Kapurthala,2022-03-18,Holi,0.3272
Punjab,Kapurthala,2022-03-17,Holika Dahana,0.3079
Punjab,Kapurthala,2022-08-15,Independence Day,0.95
Punjab,Kapurthala,2022-04-29,Jamat Ul-Vida,0.0164
Punjab,Kapurthala,2022-08-19,Janmashtami,0.3272
Punjab,Kapurthala,2022-08-18,Janmashtami (Smarta),0.3272
Punjab,Kapurthala,2022-10-13,Karaka Chaturthi (Karva Chauth),0.2117
Punjab,Kapurthala,2022-01-13,Lohri,0.4251
Punjab,Kapurthala,2022-03-01,Maha Shivaratri/Shivaratri,0.3079
Punjab,Kapurthala,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.154
Punjab,Kapurthala,2022-10-09,Maharishi Valmiki Jayanti,0.1925
Punjab,Kapurthala,2022-10-02,Mahatma Gandhi Jayanti,0.95
Punjab,Kapurthala,2022-01-14,Makar Sankranti,0.3079
Punjab,Kapurthala,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0164
Punjab,Kapurthala,2022-08-08,Muharram/Ashura,0.0154
Punjab,Kapurthala,2022-01-01,New Year's Day,0.65
Punjab,Kapurthala,2022-08-11,Raksha Bandhan (Rakhi),0.2887
Punjab,Kapurthala,2022-04-10,Rama Navami,0.3079
Punjab,Kapurthala,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0183
Punjab,Kapurthala,2022-01-26,Republic Day,0.95
Punjab,Kapurthala,2022-04-14,Vaisakhi,0.4674
Punjab,Ludhiana,2022-04-14,Ambedkar Jayanti,0.75
Punjab,Ludhiana,2022-07-10,Bakr Id/Eid ul-Adha,0.0183
Punjab,Ludhiana,2022-10-26,Bhai Duj,0.2887
Punjab,Ludhiana,2022-05-16,Buddha Purnima/Vesak,0.0357
Punjab,Ludhiana,2022-04-02,Chaitra Sukhladi,0.2694
Punjab,Ludhiana,2022-12-25,Christmas,0.012
Punjab,Ludhiana,2022-12-24,Christmas Eve,0.0113
Punjab,Ludhiana,2022-10-24,Diwali/Deepavali,0.3464
Punjab,Ludhiana,2022-10-05,Dussehra,0.3272
Punjab,Ludhiana,2022-04-17,Easter Day,0.0113
Punjab,Ludhiana,2022-04-15,Good Friday,0.012
Punjab,Ludhiana,2022-01-09,Guru Govind Singh Jayanti,0.5481
Punjab,Ludhiana,2022-12-29,Guru Govind Singh Jayanti,0.5481
Punjab,Ludhiana,2022-11-08,Guru Nanak Jayanti,0.5481
Punjab,Ludhiana,2022-02-16,Guru Ravidas Jayanti,0.154
Punjab,Ludhiana,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.4932
Punjab,Ludhiana,2022-02-15,Hazarat Ali's Birthday,0.0116
Punjab,Ludhiana,2022-03-18,Holi,0.3272
Punjab,Ludhiana,2022-03-17,Holika Dahana,0.3079
Punjab,Ludhiana,2022-08-15,Independence Day,0.95
Punjab,Ludhiana,2022-04-29,Jamat Ul-Vida,0.0164
Punjab,Ludhiana,2022-08-19,Janmashtami,0.3272
Punjab,Ludhiana,2022-08-18,Janmashtami (Smarta),0.3272
Punjab,Ludhiana,2022-10-13,Karaka Chaturthi (Karva Chauth),0.2117
Punjab,Ludhiana,2022-01-13,Lohri,0.4251
Punjab,Ludhiana,2022-03-01,Maha Shivaratri/Shivaratri,0.3079
Punjab,Ludhiana,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.154
Punjab,Ludhiana,2022-10-09,Maharishi Valmiki Jayanti,0.1925
Punjab,Ludhiana,2022-10-02,Mahatma Gandhi Jayanti,0.95
Punjab,Ludhiana,2022-01-14,Makar Sankranti,0.3079
Punjab,Ludhiana,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0164
Punjab,Ludhiana,2022-08-08,Muharram/Ashura,0.0154
Punjab,Ludhiana,2022-01-01,New Year's Day,0.65
Punjab,Ludhiana,2022-08-11,Raksha Bandhan (Rakhi),0.2887
Punjab,Ludhiana,2022-04-10,Rama Navami,0.3079
Punjab,Ludhiana,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0183
Punjab,Ludhiana,2022-01-26,Republic Day,0.95
Punjab,Ludhiana,2022-04-14,Vaisakhi,0.4674
Punjab,Patiala,2022-04-14,Ambedkar Jayanti,0.75
Punjab,Patiala,2022-07-10,Bakr Id/Eid ul-Adha,0.0183
Punjab,Patiala,2022-10-26,Bhai Duj,0.2887
Punjab,Patiala,2022-05-16,Buddha Purnima/Vesak,0.0357
Punjab,Patiala,2022-04-02,Chaitra Sukhladi,0.2694
Punjab,Patiala,2022-12-25,Christmas,0.012
Punjab,Patiala,2022-12-24,Christmas Eve,0.0113
Punjab,Patiala,2022-10-24,Diwali/Deepavali,0.3464
Punjab,Patiala,2022-10-05,Dussehra,0.3272
Punjab,Patiala,2022-04-17,Easter Day,0.0113
Punjab,Patiala,2022-04-15,Good Friday,0.012
Punjab,Patiala,2022-01-09,Guru Govind Singh Jayanti,0.5481
Punjab,Patiala,2022-12-29,Guru Govind Singh Jayanti,0.5481
Punjab,Patiala,2022-11-08,Guru Nanak Jayanti,0.5481
Punjab,Patiala,2022-02-16,Guru Ravidas Jayanti,0.154
Punjab,Patiala,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.4932
Punjab,Patiala,2022-02-15,Hazarat Ali's Birthday,0.0116
Punjab,Patiala,2022-03-18,Holi,0.3272
Punjab,Patiala,2022-03-17,Holika Dahana,0.3079
Punjab,Patiala,2022-08-15,Independence Day,0.95
Punjab,Patiala,2022-04-29,Jamat Ul-Vida,0.0164
Punjab,Patiala,2022-08-19,Janmashtami,0.3272
Punjab,Patiala,2022-08-18,Janmashtami (Smarta),0.3272
Punjab,Patiala,2022-10-13,Karaka Chaturthi (Karva Chauth),0.2117
Punjab,Patiala,2022-01-13,Lohri,0.4251
Punjab,Patiala,2022-03-01,Maha Shivaratri/Shivaratri,0.3079
Punjab,Patiala,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.154
Punjab,Patiala,2022-10-09,Maharishi Valmiki Jayanti,0.1925
Punjab,Patiala,2022-10-02,Mahatma Gandhi Jayanti,0.95
Punjab,Patiala,2022-01-14,Makar Sankranti,0.3079
Punjab,Patiala,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0164
Punjab,Patiala,2022-08-08,Muharram/Ashura,0.0154
Punjab,Patiala,2022-01-01,New Year's Day,0.65
Punjab,Patiala,2022-08-11,Raksha Bandhan (Rakhi),0.2887
Punjab,Patiala,2022-04-10,Rama Navami,0.3079
Punjab,Patiala,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0183
Punjab,Patiala,2022-01-26,Republic Day,0.95
Punjab,Patiala,2022-04-14,Vaisakhi,0.4674
Punjab,Sangrur,2022-04-14,Ambedkar Jayanti,0.75
Punjab,Sangrur,2022-07-10,Bakr Id/Eid ul-Adha,0.0183
Punjab,Sangrur,2022-10-26,Bhai Duj,0.2887
Punjab,Sangrur,2022-05-16,Buddha Purnima/Vesak,0.0357
Punjab,Sangrur,2022-04-02,Chaitra Sukhladi,0.2694
Punjab,Sangrur,2022-12-25,Christmas,0.012
Punjab,Sangrur,2022-12-24,Christmas Eve,0.0113
Punjab,Sangrur,2022-10-24,Diwali/Deepavali,0.3464
Punjab,Sangrur,2022-10-05,Dussehra,0.3272
Punjab,Sangrur,2022-04-17,Easter Day,0.0113
Punjab,Sangrur,2022-04-15,Good Friday,0.012
Punjab,Sangrur,2022-01-09,Guru Govind Singh Jayanti,0.5481
Punjab,Sangrur,2022-12-29,Guru Govind Singh Jayanti,0.5481
Punjab,Sangrur,2022-11-08,Guru Nanak Jayanti,0.5481
Punjab,Sangrur,2022-02-16,Guru Ravidas Jayanti,0.154
Punjab,Sangrur,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.4932
Punjab,Sangrur,2022-02-15,Hazarat Ali's Birthday,0.0116
Punjab,Sangrur,2022-03-18,Holi,0.3272
Punjab,Sangrur,2022-03-17,Holika Dahana,0.3079
Punjab,Sangrur,2022-08-15,Independence Day,0.95
Punjab,Sangrur,2022-04-29,Jamat Ul-Vida,0.0164
Punjab,Sangrur,2022-08-19,Janmashtami,0.3272
Punjab,Sangrur,2022-08-18,Janmashtami (Smarta),0.3272
Punjab,Sangrur,2022-10-13,Karaka Chaturthi (Karva Chauth),0.2117
Punjab,Sangrur,2022-01-13,Lohri,0.4251
Punjab,Sangrur,2022-03-01,Maha Shivaratri/Shivaratri,0.3079
Punjab,Sangrur,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.154
Punjab,Sangrur,2022-10-09,Maharishi Valmiki Jayanti,0.1925
Punjab,Sangrur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Punjab,Sangrur,2022-01-14,Makar Sankranti,0.3079
Punjab,Sangrur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0164
